text,label,source
صغرت الخط !!!!,متفاجئ,emotional_tone
خلال اليوم مليان تعب داخلي وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
: ثم انني بكيت خائفه من وحدتي، بكيت لاني ايقنت ان لا احد سيهمه امر دمعي بعد امي 🍂,متوتر,emotional_tone
ماهو مشممقن بقي مش احل صح وانقل غلط 😭😭كده اوفر بجد اوفر😭😭😭😭,متفاجئ,emotional_tone
هههههههههههههههههه,سعيد,emotional_tone
حاليًا كان رايق بدون إزعاج بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
طبيبه مصريه ؟!!,متفاجئ,emotional_tone
من بدري أحس أن جسمي ثقيل وأحتاج أوقف كل شيء بس عشان أتنفس.,تعبان,synthetic_tired
wh:       ih     صرخه الحوثيين اكبر دليل انهم كاذبون فلاماتت امريكا ولا اسرائيل فالذي مات هو…,غاضب,emotional_tone
: الي كل الاخوه العرب  بغداد ليست كما ينقلها لكم الاعلام بل اجمل من ذلك بكثير والعراقييون من اطيب الشعوب,متفاجئ,emotional_tone
اليوم كان هادئ جدًا والحمدلله.,هادئ,synthetic_calm
اليوم كامل مرهق جسديًا ونفسيًا وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
العب بعيد يا خفيف انت حوحو ده وفكك من اللطافه دي والله محبي لكح ساكتين ع اشكالكوا كده بالعافيه ومش عايزين نفشخ حد,غاضب,emotional_tone
:  اوقفوا الاختفاء القسري  علي الفقي فين  يعني ايه انقلاب يعني زوج يتخطف في مطار القاهره وهو مسافر ومش عارفين هو فين,غاضب,emotional_tone
Hariri Dr: عصابات الاسد تكثف القصف العنيف علي احياء  درعا البلد مؤخرا لانها الجبهه الوحيده حاليا والتي تتعرض للضغط الاكبر وسط جمود…,حزين,emotional_tone
: وانا كمواطن عربي مسلم استنكر الضربات الامريكيه في ليبيا وفي اي بلد من البلدان العربيه والاسلاميه  الموت لامريكا,غاضب,emotional_tone
حاليًا كان بسيط وبدون ضغوط وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
بسبب الضغط أحس أن جسمي ثقيل ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
انتوا ازاي قدرتوا تحدوا من النسل في البلد المهم العميد دا رد عليه بيقوله احنا نقصنا بنسبه 300 مليون نسمه في خلاص 3 سنوات الاخ...,متفاجئ,emotional_tone
انا خايف الملح يغلي هو كمان مش هتيجي عليه,متوتر,emotional_tone
من الصباح أحس أني مستنزف بالكامل وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
خلال اليوم أحس أن جسمي ثقيل وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
اه بس فتحت عيوني ع خبر الي قتل امه و قام عيونها خايفه و متضايقه لو ضليت نايمه احسنلي,متوتر,emotional_tone
بسبب الضغط أحس أني مستنزف بالكامل وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
صباحي كان بسيط وبدون ضغوط وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
saudi 40  ارحمنا يا مستشار وزاره الدفاع لو كان فيه تحذير كان عن طريق القنواه الرسميه  اما فقالك ذا ما ينفع ي مندس,غاضب,emotional_tone
اليوم كان هادئ ومرتاح وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
انتم يا زبانيه الخليج احقر من ان تكونوا حيوانات او بشر. دينكم جنس و مذهبكم منشطات جنسيه و مخدرات,غاضب,emotional_tone
بعد يوم طويل مليان تعب داخلي وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
ازاي بس هيمشو عالحيط صباح الخير,متفاجئ,emotional_tone
الاوليمبياد دي احلي حاجه في الدونياااااا,سعيد,emotional_tone
صراحه خايف علي دينيس، مباريات مثل هذي تقتل مواهب لو ماقدم مستوي,متوتر,emotional_tone
هاليومين أقرب للسكينة وما كان في شيء يضايقني.,هادئ,synthetic_calm
بتفرج علي الاوليمبياد وفجاه روحت المطبخ اعمل حاجه اشربهاHot chocolateلو بتحبو التفاصيل:) وسمعت عزف بلادي لماتش كره اليدEgy Vs Slo قلبي رفرف😍,سعيد,emotional_tone
iq: عالمٌ مُخيف ؛ لا نَعلم من اينَ ياتي السّكين ؟!..,متوتر,emotional_tone
: يا بختك يا احمد، معاك بنت اهاتها فياچرا,سعيد,emotional_tone
بسبب الضغط أشعر بإجهاد من كل شيء ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
خلال اليوم حاس إني تعبان جدًا وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
Ali   Yasser10 اهم حاجه البورتلاندي اصل لمؤغذه العمود من دول لازم يبقي متيين :D,سعيد,emotional_tone
حاليًا فيه سلام داخلي وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
من الصباح أحس أني مستنزف بالكامل وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
: صادق اطيمش   الاسلام السياسي عاهه المجتمعات الاسلاميه,غاضب,emotional_tone
من الصباح أشعر بإجهاد من كل شيء وأحتاج أرتاح شوي.,تعبان,synthetic_tired
بعد يوم طويل طاقتي كانت شبه منتهية وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
مليان كلام خايف ينقال.,متوتر,emotional_tone
هو انا مش عارف كوبر حاطط الخطه ازاي بس قشطه طالما احنا فايزين,متفاجئ,emotional_tone
علي المواطن ان يخبط راسه في الحيط احتجاجاً ، واذا قبضوا عليه يقول انه بيشوف الحيطه جامده ولا لا  جلال عامر,غاضب,emotional_tone
بتكلمي مين؟؟,متفاجئ,emotional_tone
: هدوئي هالفتره م يطمن حتي انا خايفه من نفسي .,متوتر,emotional_tone
النهارده في بطوله جديده هتدخل دولاب بطولات نادي الزمالك,سعيد,emotional_tone
oman لا تعمم ( قادرون) .. عمان بريئه منك ومن افعالك و نفاقك????,غاضب,emotional_tone
: الله 😯😍❤ والله فرحتني بجد 🙈,متفاجئ,emotional_tone
هاليومين مرتاح نفسيًا وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
shahdessam شئ غريب جدا كل مادخل حته يتكلموا عن زوجه هباب مايشوفوا تاريخ الاخوان القذر والسلفيين العناتيل جت علي ده ،، كلهم افاقين ????,غاضب,emotional_tone
مصطفي يونس و وائل القباني...ابوتريكه احسن منكوا يا اوسخ شخصيتين,غاضب,emotional_tone
مزاجي اليوم أقرب للسكينة وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
8ii ياا الله والله العظيم ودي احطه بس خايفه اوووف يعني عادي ؟ 😭😭,متوتر,emotional_tone
19 ميداليه دهب في لعبه من اهم و اقوي العاب الاوليمبياد.. مايكل فيليبس بعثه لوحده,متفاجئ,emotional_tone
من كثر التفكير أحس أني مستنزف بالكامل وأحتاج أرتاح شوي.,تعبان,synthetic_tired
صباحي كان رايق بدون إزعاج وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
من كثر التفكير مليان تعب داخلي ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
:   وطول ما النحس قاعد علي الكرسي ما نترجي منه خير نسال الله ان يزيل الغمه عن مصر و اهلها,حزين,emotional_tone
اليوم كامل أحس أني مستنزف بالكامل وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
It s hard that the day of ذكري وفاه صحبتك  هو هو يوم عيد ميلاده واحده من صحابك التانيين  :/,حزين,emotional_tone
صباحي كان بسيط وبدون ضغوط وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
خايفه ارجع احب ، وانا الي دائمًا كان شعاري فالحياه   لا يلدغ المؤمن من جحر مرتين .,متوتر,emotional_tone
لو انت فكرت تدخل الاوليمبياد وهاتنافس بقوه وتاخد ميداليه ، هاتكون في ايه رفع الضغط,متفاجئ,emotional_tone
اليوم أشعر بإجهاد من كل شيء وأحتاج أرتاح شوي.,تعبان,synthetic_tired
كم يا وجع داخل  اليمن وكم يا قلوب قتلها لفراق من تحب اللهم ارحم  شهداء اليمن والحقنا بهم  جنات عدن التي وعد…,حزين,emotional_tone
: ليس هناك ﺃﺟﻤﻞ ﻣﻦ ﺃﻥ ﻳﺨﺒﺮﻙ ﺃﺣﺪﻫﻢ ﺑﺄﻧﻚ ﺍﺣﺪ ﺃﺳﺒﺎﺏ ﺳﻌﺎﺩﺗﻪ !   AhmedGamal On CBC Sat11pm,سعيد,emotional_tone
حاليًا مليان هدوء بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
صباحي ما فيه توتر أو قلق وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
مزاجي اليوم كان رايق بدون إزعاج والحمدلله على هالنعمة.,هادئ,synthetic_calm
فهمني وضعك بفلوس انت؟؟ ولا خباثه انتخابيه؟؟ لا تدعي الحياديه وانت منتب حولها...ولا تتدعي الاصلاح وانت كذاب  بني هاجر,غاضب,emotional_tone
لا حول والا قوه الا بالله,حزين,emotional_tone
ابتسسم فلا احد يهتم لحزنك .  💔🎷♩❋ ء,حزين,emotional_tone
من الصباح أحس أن جسمي ثقيل وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
امراه رائعه,سعيد,emotional_tone
من كثر التفكير أحس أني مستنزف بالكامل ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
دكتور انا نمت وقعدوني عشان الاوليمبياد ويا ريتني ما قعدت ماكو علمنا 😢,حزين,emotional_tone
الواد الاردني فشخ الواقع . ولاعيب جامد جدا . ومبروك للاردن اول ميداليه في تاريخ الاوليمبياد,سعيد,emotional_tone
لو يلعب كل اللاعبين ويحكم بن مساعد بحول الفوز للملكي ثقتي في الله ثم برجال الملكي مستوي ونتيجه يعني مايهمني من يلعب ومن يغيب,سعيد,emotional_tone
😂😂😂😂😂 اني حيل خايفه الْيَوْمَ,متوتر,emotional_tone
من كثر التفكير طاقتي كانت شبه منتهية وحاس أن النوم هو الحل الآن.,تعبان,synthetic_tired
AHM  يا اخي دمرتم العراق  والان تقلي شو قال صدام ..منذ متي تحبون صدام ..شوف شو قال القذافي عنكم في القمه,غاضب,emotional_tone
جو البيت مليان هدوء وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
:  PS4share ابعد هدف بتاريخ فيفا !!! يالبرنس,متفاجئ,emotional_tone
لاعب مصري رفع علم  السعوديه في  الاوليمبياد󾍁 يا جحش ده مش دوره رمضانيه󾰮 يخرب بيت البهايم 󾌽,غاضب,emotional_tone
لكن سماءك ممطرهٌ و طريقك مسدودٌ : D,حزين,emotional_tone
مطار الخرطوم  الان وصول رئيس الجمهوريه الي مطار الخرطوم شامخا وبطلا للعزه والكرامه....  كم انت موهوم وغبي,غاضب,emotional_tone
هاليومين ما فيه توتر أو قلق وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
end1435    بالاصل عمان ليس لها اي دور فعال بحرب السعوديه مع الحوثي وكلابه لكي تطلب السعوديه منهم حل للتسويه.,غاضب,emotional_tone
iu سجلت بس خايفه الله يستر الشهر الجاي اختبر,متوتر,emotional_tone
بصراحه احنا ملناش ف الاوليمبياد خالص احسن لينا نقضيها اهلاويه زملكاويه ونشتم فبعض مفيش لعبه توحد ربنا ملعب فيها بفكر وتكتيك حتي 😡😡,حزين,emotional_tone
اسرائيل بنتقد واقعه رفض اسلام للسلام وبيقولوا في الاخر ان لمده 68 سنه اسرائيل بتمد ايدها بالسلام وهم بيرفضوا  !!!!,غاضب,emotional_tone
بعد يوم طويل حاس إني تعبان جدًا وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
تبقا بطل القاره بتاعتك و في اول ماتش في الاوليمبياد تخسر بفارق 57 نقطه .. مش ممكن علي قله القيمه يعني,حزين,emotional_tone
ahm: !! دا بيحاول يعدي الترم صافي مجنون دا ولا ايه ؟؟,متفاجئ,emotional_tone
مش عارف حسبوها ازاي؟!,متفاجئ,emotional_tone
الكويت ممنوعه من الاوليمبياد ليه؟,متفاجئ,emotional_tone
اليوم مليان تعب داخلي وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
ايه يابن المره المتناكه مبسوط انت دلوقتي وامك اللبوه الشرموطه بتتشتم ده انت كس يلااا تعمنيقق,غاضب,emotional_tone
كيف اخاف الفقر وانا عبد الغني❤️,متفاجئ,emotional_tone
انا خايف لقي ثاني.,متوتر,emotional_tone
اليوم كامل ما عندي طاقة حتى للأشياء البسيطة وأحتاج أوقف كل شيء بس عشان أتنفس.,تعبان,synthetic_tired
مسائي كان رايق بدون إزعاج بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
هاليومين فيه سلام داخلي وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
حاليًا فيه سلام داخلي وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
: زي لما تبني حاجات كتير من غير اساس قوي و ثابت و فجاه كل حاجه تتهد فوق دماغك، ساعتها ماتلومش غير نفسك.!,غاضب,emotional_tone
ar       اين انتم من هذا الاجرام    ايران ام الارهاب   اعدام 21 داعيه سنيا في ايران,غاضب,emotional_tone
من كثر التفكير مليان تعب داخلي وأحتاج أوقف كل شيء بس عشان أتنفس.,تعبان,synthetic_tired
وقتي الحالي ما فيه توتر أو قلق والحمدلله على هالنعمة.,هادئ,synthetic_calm
اسكتي المايع شكله سايكو و حيل خايفه منه ع بنتي 😥 خلي ابنچ يخلصها منه الحين و بعدين نتفاهم 😜,متوتر,emotional_tone
انا هبدا اشك ف تويتر نفسه فعلا .. كل ما ادخل و اشوف الهووم ، كميه شتايم ملهاش لازمه ف الكلام كمان بس هو احش…,متفاجئ,emotional_tone
ياخي كسم العرص اللي رفع علم غير علم مصر في دخله الاوليمبياد علي كسم اللي يدافع عنه علي كسم اللي مايكسموش. هي ناقصه حرقه دم؟  رجعوا حماده,غاضب,emotional_tone
الحمد لله عندنا ترام,سعيد,emotional_tone
و الان مع الجد والبرنسات و امتع العاب الاوليمبياد علي الاطلاق ،سباق ال 400 متر عدو رجال,سعيد,emotional_tone
مسائي كان هادئ ومرتاح والحمدلله على هالنعمة.,هادئ,synthetic_calm
حتي الرجال مقهورين يا حرام  ظلم  اجتماعي و  ديني,حزين,emotional_tone
تفكيرك في محله?,متفاجئ,emotional_tone
حاليًا كان هادئ ومرتاح بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
احب اقول لي اتش اني لقيت الفرح بتع السودان طه سليمان,متفاجئ,emotional_tone
من الصباح أشعر بإجهاد من كل شيء وأحتاج أوقف كل شيء بس عشان أتنفس.,تعبان,synthetic_tired
ابراهيم غالب  محتار امام خيارين يا يصمت ويغامر بمستقبله او يتحدث ويضمن مستقبله المادي فعصفور باليد خير لشخص لا يثق بعودته,غاضب,emotional_tone
بعد يوم طويل ما عندي طاقة حتى للأشياء البسيطة وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
من كثر التفكير أحس أن جسمي ثقيل وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
الله يسقطك واللي شرواتك عمان في عزه بشعبها وقائدها ورجالها المخلصين،،عمان تاريخ راسخ مش وطن طالع اليوم,سعيد,emotional_tone
مسائي كان هادئ ومرتاح وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
: مدحت شلبي بيقول علي اجاي مهاجم الاهلي القوي جدا وهو مشافش له ماتشين والله بس هو تعريص بتعريص وخلاص,غاضب,emotional_tone
اتقي الله ما يجوز تدعي ع اخوك. المسلم . وحكام الامارات قمه في التعامل والرقي والدليل محبه شعبهم لهم ????,غاضب,emotional_tone
الواد حماده طلعت اللي رفع علم السعوديه في الاوليمبياد طلع ظابط جيش.. كلب زي سيده,غاضب,emotional_tone
: بسم الله الرحمن الرحيم انا كنت داخل اذاكر ايه اللي جاب الموبيل في ايدي!,متفاجئ,emotional_tone
:   لولا  امريكا  ما كلن صار  ولكن انتقد  تصدق الشعوب بمن لم تقدرهم,غاضب,emotional_tone
صباحي مرتاح نفسيًا وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
عايشه حاله حب معاك وخداني ،،،،، ❤❤❤,سعيد,emotional_tone
اسمها الحجامه يا جهله ومش حاجه جديده مش العلاج بالكوبيات السخنه الجديد عن مذيعي الاوليمبياد اتحدث,غاضب,emotional_tone
صالح رجل مخادع ومكار الي ابعد حد ولابد من التلويح له بجزره لينساق اليها او جلده بالعصاء لينساق الي مصلحه اليمن ماهوخسران شيء!,غاضب,emotional_tone
سوري بس لازم نوصل لاللي بيعملوا الاوليمبياد انهم فقدوا عامل المنافسه والاثاره 😭😔😔,حزين,emotional_tone
خايفه اروح اسال علي مخالفات العربيه 😂😂,متوتر,emotional_tone
: صدفه  حزن ابكتني لحد الالم😭💔,حزين,emotional_tone
بسبب الضغط ما عندي طاقة حتى للأشياء البسيطة وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
qqq والله خايفه من تاسونامي,متوتر,emotional_tone
الميزه في الاوليمبياد انك بتخلص بتلاقي حاجه تانيه تشدك,سعيد,emotional_tone
جو البيت مرتاح نفسيًا وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
ايه البرد ده...,متفاجئ,emotional_tone
اكتر وقت بتفرج فيه ع الاوليمبياد بيبقي وقت الفجر وكل مره افتح الاقي مايكل فيليبس بيطلع الاول وياخد الدهب 🤔🤔,متفاجئ,emotional_tone
طب الاوليمبياد مسليه فشخ، ومفيش امل اننا نستضيفها قريب، ما ينفعش نعمل احنا ميني اوليمبياد في مصر منها نستمتع ومنها نبقي تدريب للاعبين بتوعنا,سعيد,emotional_tone
حق مصر عليكم فين يولاد الكلب يا بهايم بتشربو مياه ملوثه وتكلو اكل مسرطن وتقولو حق وحقي وحق ولادي فين في حياه نظيفه ذي حياه الضباط,غاضب,emotional_tone
هو الناس اللي بتحتفل بقناه السويس و الاوليمبياد دول في غيبوبه و لا احنا للدجه دي بنضحك علي نفسنا وسط لا مبالاه و انهيار للاقتصاد و للبلد,حزين,emotional_tone
هههههههههههههههههههه مسخره هههههههه موتني ضحك,سعيد,emotional_tone
الاسعار نار والجنيه غار والدولار فار والبورصه بتنهار والنيل طار وصنافير اتباعت بدينار ولسه الشعب حمار  بتحب السيسي عشان معيش حميره ف مرار,غاضب,emotional_tone
الكويتيين متحسرين علي عدم رفع العلم الكويتي في الاوليمبياد...علي اساس في حال رفعه سينافسون الصين وبريطانيا بعدد الميداليات,حزين,emotional_tone
بس برضه كسم الاوليمبياد اللي اتعملت قصاد طرد الاف الفقرا من بيوتهم في البرازيل,غاضب,emotional_tone
طبعا في اساتذه في تبرير الفشل والكلام عن التمثيل المشرف في الاوليمبياد لكن للامانه دوله وحكومه تبيع ارضها وتتنازل عن نيلها هتهتم بالرياضه؟,حزين,emotional_tone
الجماعه اللي متابعين الاوليمبياد دول بيجيبوا مراره منين للحاجات دي,متفاجئ,emotional_tone
وهي مش كيميا يعني اي حد عنده ضمير ممكن يخلي مصر جنه في سنوات قليله مصر دوله غنيه افسدها نظام حكم فاسد,حزين,emotional_tone
luiz بكون مرعوبه وطول الوقت ماسكه التلفون بتونس واقول لي صحبتي اي انا هنا ووصلتا هنا 😂😂😂😂,متوتر,emotional_tone
مزاجي اليوم مليان هدوء وما كان في شيء يضايقني.,هادئ,synthetic_calm
هاليومين ما فيه توتر أو قلق وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
فرحه رافا نادال برفع علم اسبانيا في افتتاح اوليمبياد ريو .  براء,سعيد,emotional_tone
بسبب الضغط مرهق جسديًا ونفسيًا وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
الم الغربه في  ذاكره من ورق    اخبار منوعه  الغربه  الالم,حزين,emotional_tone
انا خايفه ادخل انام السيسي يتهور وحاجه تحصل جديده تفوتني,متوتر,emotional_tone
خايفه بعد اسبوع اصير ماقدر حتي اوقف من السمنه,متوتر,emotional_tone
انا خايفه اتحول ل اتشيزي جيرل و بحاول الم نفسي من حواليك,متوتر,emotional_tone
اليووم كلنا حمام .. new experience,سعيد,emotional_tone
عرفتوا ليه العالم المعرصه دي خايفه من جمهورالاهلي وخايفه م المدرجات,متوتر,emotional_tone
بعد يوم طويل مليان تعب داخلي وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
هو التنس في الاوليمبياد من زمان كدا ؟!,متفاجئ,emotional_tone
Momani   ههههههههههههههههههههه عحبتني سطر النمل,سعيد,emotional_tone
حرام يا   نبيل   .. يا   بن طالب   !!,متفاجئ,emotional_tone
افضل مدرب..! وفي تاريخه ولا بطوله افضل مدرب ..! وجميع اهداف الاهلي بكور ثابته افضل مدرب ..! يخسر من سامي افضل مدرب ..! ويبعد شيفو,متفاجئ,emotional_tone
جو البيت كان هادئ ومرتاح وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
صباحي مرتاح نفسيًا بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
lolo123   sabah   صباح الفل,سعيد,emotional_tone
الموت ماهو مخيف الي يخيف الحياه اعلّم اللي يخاف الموت ما خافها الموت مره وتبقي تحت رحمه اله اما الحياه انت بين الن…,متوتر,emotional_tone
صعب جـداً ... ان تعطي انسان كل حبك وتفكير وحياتك !! وهو لا يستطيع حتي ان يعطيك بعضْـاً من وقته ليسّال عنك وعن اخبارك😔  حزن,حزين,emotional_tone
اللي ينزل خايف لحسن يموت ومادام خايف من الموت يبقي  حياتك كلها غلط يبقي تنزل عشان  تصلح حياتك  ستاموني,متوتر,emotional_tone
التخصص الوحيد الذي لن تجده يدرس في جامعات الدنيا هو “الاخلاق” قد يحمله عامل النظافه ويرسب فيه ذوي الشهادات العليا !,متفاجئ,emotional_tone
جو البيت كان هادئ ومرتاح وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
من بدري ما عندي طاقة حتى للأشياء البسيطة وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
بسبب الضغط حاس إني تعبان جدًا ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
اليوم أحس أن جسمي ثقيل وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
ونحب نشكر الاوليمبياد انها هتقضي علملل الفتره اللي جايه,سعيد,emotional_tone
من الصباح ما عندي طاقة حتى للأشياء البسيطة وأحتاج أرتاح شوي.,تعبان,synthetic_tired
هو صحيح 110 مليون كتير جدًا بس اي حد من داعمي ريال مدريد او پاريس او مانشستر سيتي يا ريت يخرس خالص عشان دول جابوا كل المعاقين باثمان باهظه!,غاضب,emotional_tone
صباحي ما فيه توتر أو قلق وما كان في شيء يضايقني.,هادئ,synthetic_calm
: هذا خسيس يقذف الحبيب المصطفي حسبي الله عليه  امجد طه يقذف النبي والسعوديات,غاضب,emotional_tone
الوسخ ماجد سامي قال يعني بيحتفل بالهدف 100 لـ وادي فجله  ناديه ف الدوري قام عامل اعلان كل اهدافهم اللي جابوها ف  الزمالك  اصل الزمالك بيوجعه,غاضب,emotional_tone
مزاجي اليوم أقرب للسكينة وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
خائفه جداً من ان احبك ولا تبادلني هذا الحب..!  meera  bh 💙,متوتر,emotional_tone
حاليًا كان رايق بدون إزعاج وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
“ :  منه كانت لما بتضحك يحلي في عيني العمر الجاي ” +1,سعيد,emotional_tone
55:   خايف عليك من الحياه ومن صواديف الزمن اليا تركتك ما تركني حرصي وخوفي عليك !,متوتر,emotional_tone
في استعراض الوفود المشاركه .. اثناء دخول وفد مصر في الاوليمبياد واحد من اللاعبين رافع العلم المصري و العلم السعودي !!! ايييه ده ؟!!!,متفاجئ,emotional_tone
وقتي الحالي كان بسيط وبدون ضغوط وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
الف مره خنتني .. ودعتني .. خااااب ظن الشوق بك ! صاابه !!,حزين,emotional_tone
لا شجب .. ولا تضامن .. ولا جلسات خاصه !!! لانهم مسلمون وليسوا نصاري او شيعه او يهودا.... في  سوريا قتل طيران...,غاضب,emotional_tone
ودي اروح اتسدح بالحوش واتابع بهالجو الجميل بس خايفه🙃💔.,متوتر,emotional_tone
ضغط هائل ودخول بدون اي مقدمات هذا اللي كنت خايف منه !!,متوتر,emotional_tone
عن الناس اللي عايشه عشان توجعك و بس,حزين,emotional_tone
: ذي ايكونوميست: رغم القصف المكثف في  اليمن الا ان  السعوديه وحلفاءها فشلوا في كسر جمود قوات الجيش اليمني ولجانه الشعبيه,غاضب,emotional_tone
مسائي أقرب للسكينة وما كان في شيء يضايقني.,هادئ,synthetic_calm
اللي مستني ان مصر تتاهل للدور التاني في الاوليمبياد في اليد، يا ريت ياخد حبيتين اسبرين وينام,حزين,emotional_tone
اليوم ما فيه توتر أو قلق بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
يوم مميز للسباحه الصينيه هي زي، اولًا فازت بالميداليه الفضيه ثم تقدم صديقها السباح كين كاي لخطبتها امام الحضور ووافقت :)  في الاوليمبياد,سعيد,emotional_tone
اليوم أحس أني مستنزف بالكامل وأحتاج أرتاح شوي.,تعبان,synthetic_tired
هم لا يرفعوا معنويات مايسمي ب الثوار في سوريا هم اغباء من ذلك هم يسوقونهم الئ جهنم  وجهنم لا ترحم الدواعش والخونه,غاضب,emotional_tone
واضحه جداً رغبه بوغبا الرئيسيه الانتقال الي مدريد زيدان لا يقاوم . وباعتقادي اذا ماحصل هالسنه راح يبقي باليوفي و ينتظر الريال السنه الجايه .,سعيد,emotional_tone
انا مش فاهمه الناس الي بتدعي ترامب يكسب عايزه ايه؟ مش كفايه عيشتنا احنا هباب؟ سيبوا المسلمين الي هناك بعيشوا شويه زي البني ادمين,غاضب,emotional_tone
من الصباح أحس أن جسمي ثقيل وحاس أن النوم هو الحل الآن.,تعبان,synthetic_tired
سويعات بعد ما اتنحنن السلطان  اردوغان لسا ما زمجر???????????? الله يحميه وينصره,سعيد,emotional_tone
مسائي كان رايق بدون إزعاج وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
حسبي الله ونعم الوكيل فيك سيسي,غاضب,emotional_tone
خايف في مره تقول يا ريتني ما عملت كده 🙁,متوتر,emotional_tone
موضوع نقص اادوا اللي داخلين علبه الايام الجايه ده مرعب.. في ادويه حيويه لو متاخدتش فيها موت والله.. ربنا يستر,متوتر,emotional_tone
دا ايه دا فين دي !!,متفاجئ,emotional_tone
من الصباح أشعر بإجهاد من كل شيء وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
دايما بتاخد مننا اعز واغلي ماعندنا,حزين,emotional_tone
؟ ؟ هما ازاي يدخلوا اطفال الجامعه,متفاجئ,emotional_tone
اليوم مليان هدوء وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
: يكون الليل ، بدون همساتك.؟؟؟ كيف اكون انا ....... بدونك .!!!  لاميرتي,متفاجئ,emotional_tone
من بدري حاس إني تعبان جدًا وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
يا سامحك الله، من علّمك ان تكون خيبه؟,حزين,emotional_tone
وعندنا كان سايق انه مبيعرفش يكلم عربي ، كوفي ده اكبر نصاب افريقي جه مصر علي مدار تاريخها,غاضب,emotional_tone
اليوم كامل أحس أني مستنزف بالكامل وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
ندي معوض ودعاء الغباشي برافو بجد لاول بنات مصريه تروح الاوليمبياد في الكره الطائره الشاطئيه وسنهم 18 و 20 سنه,سعيد,emotional_tone
alazra8 السنه هاذي المفاوض الهلالي انجز المفاوضات في وقت قصير .. تحسب لوجه السعد,سعيد,emotional_tone
ytz0 مش معقووووووووول حسبي الله عليك كرهتها,متفاجئ,emotional_tone
خايفه من اتفه الاسباب 💔,متوتر,emotional_tone
